replica_id,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,ra_deg,dec_deg
54,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
55,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
56,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
57,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
58,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
59,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
60,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
61,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
62,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
63,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
64,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
65,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
66,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
67,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
68,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
69,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
70,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
71,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
72,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
73,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
74,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
75,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
76,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
77,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
78,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
79,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
80,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
81,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
82,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
83,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
84,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
85,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
86,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
87,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
88,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
89,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
90,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
91,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
92,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
93,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
94,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
95,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
96,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
97,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
98,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
99,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
100,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
101,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
102,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
103,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
104,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
105,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
106,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
107,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
108,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
109,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
110,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
111,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
112,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
113,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
114,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
115,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
116,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
117,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
118,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
119,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
120,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
121,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
122,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
123,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
124,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
125,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
126,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
127,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
128,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
129,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
130,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
131,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
132,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
133,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
134,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
135,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
136,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
137,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
138,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
139,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
140,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
141,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
142,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
143,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
144,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
145,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
146,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
147,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
148,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
149,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
150,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
151,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
152,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
153,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
154,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
155,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
156,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
157,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
158,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
159,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
160,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
161,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
162,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
163,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
164,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
165,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
166,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
167,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
168,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
169,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
170,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
171,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
172,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
173,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
174,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
175,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
176,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
177,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
178,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
179,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
180,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
181,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
182,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
183,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
184,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
185,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
186,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
187,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
188,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
189,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
190,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
191,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
192,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
193,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
194,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
195,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
196,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
197,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
198,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
199,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
200,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
201,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
202,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
203,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
204,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
205,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
206,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
207,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
208,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
209,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
210,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
211,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
212,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
213,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
214,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
215,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
216,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
217,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
218,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
219,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
220,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
221,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
222,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
223,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
224,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
225,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
226,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
227,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
228,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
229,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
230,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
231,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
232,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
233,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
234,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
235,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
236,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
237,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
238,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
239,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
240,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
241,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
242,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
243,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
244,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
245,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
246,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
247,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
248,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
249,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
250,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
251,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
252,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
253,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
254,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
255,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
256,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
257,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
258,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
259,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
260,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
261,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
262,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
263,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
264,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
265,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
266,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
267,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
268,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
269,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
270,-568736010.266900,452481735.776102,371217187.003633,14.573564,-55.564192,-37.925702,131.130846,30.903664
